,time [s],voltage [V],current [A]
646,4.84575,-0.53378,-0.065362
647,4.853333,-0.534536,-0.065224
648,4.860917,-0.535296,-0.065037
649,4.8685,-0.53605,-0.065298
650,4.876083,-0.536822,-0.064811
651,4.883667,-0.537554,-0.06518
652,4.89125,-0.538372,-0.066162
653,4.898834,-0.539112,-0.065721
654,4.906417,-0.539859,-0.065431
655,4.914,-0.540613,-0.065659
656,4.921584,-0.541363,-0.065687
657,4.929167,-0.542093,-0.066057
658,4.93675,-0.542913,-0.067166
659,4.944334,-0.543653,-0.067041
660,4.951917,-0.544409,-0.066863
661,4.9595,-0.545133,-0.066837
662,4.967083,-0.545904,-0.066764
663,4.974667,-0.546654,-0.067015
664,4.98225,-0.547423,-0.068377
665,4.989833,-0.54819,-0.068065
666,4.997417,-0.54894,-0.068023
667,5.005,-0.549678,-0.068127
668,5.012584,-0.550436,-0.068074
669,5.020167,-0.551199,-0.068204
670,5.02775,-0.551984,-0.069856
671,5.035334,-0.552718,-0.068966
672,5.042917,-0.553474,-0.069151
673,5.0505,-0.554217,-0.069239
674,5.058084,-0.554953,-0.069136
675,5.065667,-0.555701,-0.069419
676,5.07325,-0.556459,-0.069492
677,5.080833,-0.557301,-0.070983
678,5.088417,-0.558055,-0.070876
679,5.096,-0.558829,-0.070693
680,5.103583,-0.559565,-0.07103
681,5.111167,-0.560321,-0.070948
682,5.11875,-0.561062,-0.07119
683,5.126334,-0.561849,-0.072577
684,5.133917,-0.562625,-0.072212
685,5.1415,-0.563412,-0.072137
686,5.149084,-0.564172,-0.072324
687,5.156667,-0.5649,-0.072594
688,5.16425,-0.565654,-0.072693
689,5.171834,-0.566458,-0.073829
690,5.179417,-0.567214,-0.073651
691,5.187,-0.56795,-0.073335
692,5.194583,-0.568704,-0.073552
693,5.202167,-0.569434,-0.073786
694,5.20975,-0.570188,-0.073895
695,5.217333,-0.570979,-0.075255
696,5.224917,-0.571736,-0.07522
697,5.2325,-0.572483,-0.075062
698,5.240084,-0.573239,-0.075205
699,5.247667,-0.573975,-0.075533
700,5.25525,-0.57472,-0.075469
701,5.262834,-0.57554,-0.07689
702,5.270417,-0.576294,-0.076759
703,5.278,-0.57705,-0.076623
704,5.285583,-0.577778,-0.076983
705,5.293167,-0.578563,-0.076761
706,5.30075,-0.579295,-0.077159
707,5.308333,-0.580081,-0.079101
708,5.315917,-0.58084,-0.078466
709,5.3235,-0.581543,-0.078607
710,5.331084,-0.582304,-0.078809
711,5.338667,-0.583071,-0.078882
712,5.34625,-0.583827,-0.079049
713,5.353834,-0.584605,-0.080626
714,5.361417,-0.585372,-0.080281
715,5.369,-0.586091,-0.080723
716,5.376584,-0.586876,-0.080789
717,5.384167,-0.58759,-0.080844
718,5.39175,-0.588392,-0.081092
719,5.399333,-0.589203,-0.082488
720,5.406917,-0.589922,-0.082259
721,5.4145,-0.590674,-0.082097
722,5.422083,-0.591415,-0.082501
723,5.429667,-0.592173,-0.082591
724,5.43725,-0.592905,-0.082668
725,5.444834,-0.593723,-0.08434
726,5.452417,-0.594472,-0.084311
727,5.46,-0.595213,-0.084043
728,5.467584,-0.595947,-0.084397
729,5.475167,-0.596694,-0.084206
